source,target,type,value
12000,66700,Tier2/1-4Hours,10
12000,66800,Tier2/1-4Hours,10
12000,66900,Tier2/1-4Hours,10
12000,66900,Tier2/1-4Hours,10
12000,67000,Tier2/1-4Hours,10
12000,67100,Tier2/1-4Hours,10
12000,67200,Tier2/1-4Hours,10
12000,67300,Tier2/1-4Hours,10
12000,67400,Tier2/1-4Hours,10
12000,67500,Tier2/1-4Hours,10
12000,67500,Tier2/1-4Hours,10
12000,67500,Tier2/1-4Hours,10
12000,67500,Tier2/1-4Hours,10
12000,67500,Tier2/1-4Hours,10
12000,67500,Tier2/1-4Hours,10
12000,67600,Tier2/1-4Hours,10
12000,67700,Tier2/1-4Hours,10
12000,67800,Tier2/1-4Hours,10
12000,67800,Tier2/1-4Hours,10
12000,67900,Tier2/1-4Hours,10
12000,68000,Tier2/1-4Hours,10
12000,68100,Tier2/1-4Hours,10
12000,68200,Tier2/1-4Hours,10
12000,68300,Tier2/1-4Hours,10
12000,68400,Tier2/1-4Hours,10
12000,68500,Tier2/1-4Hours,10
12000,68600,Tier2/1-4Hours,10
12000,68700,Tier2/1-4Hours,10
12000,68800,Tier2/1-4Hours,10
12000,68800,Tier2/1-4Hours,10
12000,68900,Tier2/1-4Hours,10
12000,69000,Tier2/1-4Hours,10
12000,69100,Tier2/1-4Hours,10
12000,69100,Tier2/1-4Hours,10
12000,69200,Tier2/1-4Hours,10
12000,69300,Tier2/1-4Hours,10
12000,69400,Tier2/1-4Hours,10
12000,69500,Tier2/1-4Hours,10
12000,69500,Tier2/1-4Hours,10
12000,69500,Tier2/1-4Hours,10
12000,69500,Tier2/1-4Hours,10
12000,69600,Tier2/1-4Hours,10
12000,69700,Tier2/1-4Hours,10
12000,69800,Tier2/1-4Hours,10
12000,69800,Tier2/1-4Hours,10
12000,69800,Tier2/1-4Hours,10
12000,69800,Tier2/1-4Hours,10
12000,69800,Tier2/1-4Hours,10
12000,69800,Tier2/1-4Hours,10
12000,69800,Tier2/1-4Hours,10
12000,69800,Tier2/1-4Hours,10
12000,69800,Tier2/1-4Hours,10
12000,69900,Tier2/1-4Hours,10
12000,70000,Tier2/1-4Hours,10
12000,70100,Tier2/1-4Hours,10
12000,70200,Tier2/1-4Hours,10
12000,70300,Tier2/1-4Hours,10
12000,70400,Tier2/1-4Hours,10
12000,70500,Tier2/1-4Hours,10
12000,70600,Tier2/1-4Hours,10
12000,70700,Tier2/1-4Hours,10
12000,70700,Tier2/1-4Hours,10
12000,70700,Tier2/1-4Hours,10
12000,70700,Tier2/1-4Hours,10
12000,70800,Tier2/1-4Hours,10
12000,70900,Tier2/1-4Hours,10
12000,71000,Tier2/1-4Hours,10
12000,71000,Tier2/1-4Hours,10
12000,71100,Tier2/1-4Hours,10
12000,71200,Tier2/1-4Hours,10
12000,71300,Tier2/1-4Hours,10
12000,71400,Tier2/1-4Hours,10
12000,71500,Tier2/1-4Hours,10
12000,71500,Tier2/1-4Hours,10
12000,71600,Tier2/1-4Hours,10
12000,71600,Tier2/1-4Hours,10
12000,71600,Tier2/1-4Hours,10
12000,71600,Tier2/1-4Hours,10
12000,71600,Tier2/1-4Hours,10
12000,71700,Tier2/1-4Hours,10
12000,71800,Tier2/1-4Hours,10
12000,71900,Tier2/1-4Hours,10
12000,72000,Tier2/1-4Hours,10
12000,72100,Tier2/1-4Hours,10
12000,72100,Tier2/1-4Hours,10
12000,72100,Tier2/1-4Hours,10
12000,72200,Tier2/1-4Hours,10
12000,72200,Tier2/1-4Hours,10
12000,72200,Tier2/1-4Hours,10
12000,72300,Tier2/1-4Hours,10
12000,72400,Tier2/1-4Hours,10
12000,72600,Tier2/1-4Hours,10
12000,72700,Tier2/1-4Hours,10
12000,72800,Tier2/1-4Hours,10
12000,72900,Tier2/1-4Hours,10
12000,72900,Tier2/1-4Hours,10
12000,73000,Tier2/1-4Hours,10
12000,73000,Tier2/1-4Hours,10
12000,73100,Tier2/1-4Hours,10
12000,73200,Tier2/1-4Hours,10
12000,73300,Tier2/1-4Hours,10
12000,73300,Tier2/1-4Hours,10
12000,73300,Tier2/1-4Hours,10
12000,73300,Tier2/1-4Hours,10
12000,73300,Tier2/1-4Hours,10
12000,73300,Tier2/1-4Hours,10
12000,73300,Tier2/1-4Hours,10
12000,73400,Tier2/1-4Hours,10
12000,73500,Tier2/1-4Hours,10
12000,73600,Tier2/1-4Hours,10
12000,73800,Tier2/1-4Hours,10
12000,73900,Tier2/1-4Hours,10
12000,74000,Tier2/1-4Hours,10
12000,74100,Tier2/1-4Hours,10
12000,74100,Tier2/1-4Hours,10
12000,74100,Tier2/1-4Hours,10
12000,74200,Tier2/1-4Hours,10
12000,74200,Tier2/1-4Hours,10
12000,74200,Tier2/1-4Hours,10
12000,74200,Tier2/1-4Hours,10
12000,74200,Tier2/1-4Hours,10
12000,74200,Tier2/1-4Hours,10
12000,74200,Tier2/1-4Hours,10
12000,74200,Tier2/1-4Hours,10
12000,74300,Tier2/1-4Hours,10
12000,74400,Tier2/1-4Hours,10
12000,74400,Tier2/1-4Hours,10
12000,74500,Tier2/1-4Hours,10
12000,74500,Tier2/1-4Hours,10
12000,74500,Tier2/1-4Hours,10
12000,74600,Tier2/1-4Hours,10
12000,74700,Tier2/1-4Hours,10
12000,74800,Tier2/1-4Hours,10
12000,74900,Tier2/1-4Hours,10
12000,75000,Tier2/1-4Hours,10
12000,75000,Tier2/1-4Hours,10
12000,75100,Tier2/1-4Hours,10
12000,75200,Tier2/1-4Hours,10
12000,75200,Tier2/1-4Hours,10
12000,75200,Tier2/1-4Hours,10
12000,75200,Tier2/1-4Hours,10
12000,75300,Tier2/1-4Hours,10
12000,75400,Tier2/1-4Hours,10
12000,75400,Tier2/1-4Hours,10
12000,75400,Tier2/1-4Hours,10
12000,10900,Tier2/1-4Hours,10
12000,14500,Tier2/1-4Hours,10
12000,14500,Tier2/1-4Hours,10
12000,14000,Tier2/1-4Hours,10
12000,14000,Tier2/1-4Hours,10
12000,14000,Tier2/1-4Hours,10
12000,14000,Tier2/1-4Hours,10
12000,15100,Tier2/1-4Hours,10
15700,10400,Tier2/1-4Hours,10
12000,10400,Tier2/1-4Hours,10
15800,10400,Tier2/1-4Hours,10
10400,15200,Tier2/1-4Hours,10
10400,15800,Tier2/1-4Hours,10
10400,76500,Tier2/1-4Hours,10
10400,15900,Tier2/1-4Hours,10
10400,12200,Tier2/1-4Hours,10
10400,10200,Tier2/1-4Hours,10
10400,16000,Tier2/1-4Hours,10
10400,76600,Tier2/1-4Hours,10
10400,16400,Tier2/1-4Hours,10
10400,16700,Tier2/1-4Hours,10
10400,16800,Tier2/1-4Hours,10
10400,76800,Tier2/1-4Hours,10
10400,16900,Tier2/1-4Hours,10
10400,76900,Tier2/1-4Hours,10
10400,17100,Tier2/1-4Hours,10
10400,10700,Tier2/1-4Hours,10
10400,17300,Tier2/1-4Hours,10
10400,77000,Tier2/1-4Hours,10
10400,77100,Tier2/1-4Hours,10
16400,10400,Tier2/1-4Hours,10
16500,10400,Tier2/1-4Hours,10
16800,10400,Tier2/1-4Hours,10
12000,17500,Tier2/1-4Hours,10
15600,10400,Tier1/Upto1Hour,15
16000,10400,Tier1/Upto1Hour,15
16100,10400,Tier1/Upto1Hour,15
15500,10400,Tier0/ContinuousAccess,20
